audio_filepath,texts
F1/Audio/inform_3308_11.wav,халықаралық шартты ратификациялау аяқталғаннан кейін орталық бұл жұмысты қазақстан республикасының
F1/Audio/inform_2800_05.wav,"өңірде автобустар сондай-ақ жеті халықаралық самара, орынбор, тольятти, саратов, бузулук, қазан, ақсай-орынбор және екі облысаралық атырау, ақтөбе бағытына қатынайды."
F1/Audio/inform_2789_04.wav,бір миллион тоқсан алты мың үш жүз елу техниканың иесі ауысуына байланысты қайта тіркеуге алынып отыр.
F1/Audio/inform_1977_01.wav,автоматтандырудың тағы бір артықшылығы - енді сот орындаушы өзінің жеке виртуалды кабинеті арқылы барлық атқарушылық әрекеттерді жасай алады.
F1/Audio/inform_3326_02.wav,оларға қолдау білдірген салтанатты жиында әлеуметтік және қоғамдық пайдалы міндеттерді шешуге үлес қосқан волонтерлар мен волонтерлар тобының еңбегі жоғары бағаланды.
F1/Audio/inform_3346_13.wav,екінші деңгейлі банктерден ауыл шаруашылығына несие алу көрсеткіші кейінгі жылдары күрт төмендеп кеткен.
F1/Audio/inform_665_07.wav,"кәсіпорында тексеру жүргізіліп, оның қорытындысы бойынша акт ұсынатын арнайы жұмыс комиссиясы құрылды."
F1/Audio/inform_2787_20.wav,заң ғылымдарының кандидаты.
F1/Audio/inform_3415_01.wav,келесі бес жылда екі миллиард ағаш отырғызу міндеті белгіленген.
F1/Audio/inform_873_06.wav,қоғамның түрлі тарапынан оң пікірлер түсіп жатыр.
F1/Audio/inform_1592_03.wav,қолданыстағы заңнамаға допингке қарсы ережелерді бұзғаны үшін жауапкершілікті қатаңдату бойынша өзгерістер мен толықтырулар енгізу.
F1/Audio/inform_1648_14.wav,"сондай-ақ қазақстанның бесағаш - автожол және қырғызстанның кичи-капка - автожол өткізу пункттерінің жұмысын жандандыру,"
F1/Audio/inform_2795_46.wav,қысқа уақыт ішінде дамыған елдердің қатарына басқандарыңызды мақтан тұтуда.
F1/Audio/inform_2806_00.wav,"ақмола облысында мемлекеттік орган құрылыс тақтайларын көтеріңкі бағамен сатып алмақ болған, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_3428_08.wav,оның отыз жетісі сатылымға шығарылды.
F1/Audio/inform_865_14.wav,"үшінші тоқсанда нақты жалақы он екі пайызға дейін өсті, бұл ретте мұндай өсу экономиканың барлық секторларында байқалады."
F1/Audio/inform_1964_07.wav,сыбайлас жемқорлыққа қарсы алдын-алудың тиімді шараларының бірі - сыбайлас жемқорлық тәуекелдеріне сыртқы талдау жүргізу.
F1/Audio/inform_3407_04.wav,- қылмыстық-процестік кодексте шығарып жіберу ретіндегі жазалау түрі нақтыланады.
F1/Audio/inform_1562_05.wav,бір мың үш жүз шаршы метр экспо мұзайдыны бір мезгілде екі жүз адамға дейін қабылдай алады.
F1/Audio/inform_3404_10.wav,"яғни, кәсіпорындар қазіргі бизнеспен байланысты жағдайға жақсы баға беріп отыр."
F1/Audio/inform_2070_09.wav,тұңғыш пьесасы бөлтірік бөрік астында мың тоғыз жүз елу тоғызыншы жылы жарық көрді.
F1/Audio/inform_4101_032.wav,көлік құралдарының барлық түрлеріне және азаматтарға ақтөбе облысы мен ақтөбе қаласының аумағына кіруге және шығуға тыйым салынды.
F1/Audio/inform_674_20.wav,"өзім саясаттанушы ғалым болсам да, бұл кітапты жазу оңайға түскен жоқ."
F1/Audio/inform_833_06.wav,"қазылар алқасының шешімімен сәлем саған, түркістан өнер фестивалі аясында өткізілген балаларға арналған би байқауының бас жүлдесі түркістан қаласындағы шабыт және төлеби ауданыннан келген көркем би ұжымдарына табысталды."
F1/Audio/inform_1626_00.wav,"солтүстік қазақстан облысы пеньково елді мекенінің тұрғыны бір жыл бойы электр қуатын заңсыз пайдаланғаны үшін қомақты айыппұл төлейді, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_1615_00.wav,қазақстан республикасының қаржы министрлігі мемлекеттік кірістер комитеті ақпараттық жүйесінің жергілікті салықтар кіші жүйесін әзірледі.
F1/Audio/inform_3422_11.wav,"оларды есепке алмағанда бағаның жалпы өсімі ағымдағы тоғыз да алты пайыздың орнына шамамен екі пайызды құрар еді, - деп түсіндірді министр."
F1/Audio/inform_1163_025.wav,тарихта тұңғыш рет халқымыз өз тағдырына ие болды.
F1/Audio/inform_3319_21.wav,оларға оқиға орнында жедел жәрдем қызметкерлері алғашқы медициналық көмек көрсеткен.
F1/Audio/inform_2770_23.wav,"індетке шалдығу көрсеткіші шығыс қазақстан, солтүстік қазақстан, павлодар, қостанай, ақмола облыстарында жоғары."
F1/Audio/inform_869_07.wav,"сондықтан, салымшылардың әр санаты үшін жеткіліктілік шегі оның жасына, табысына, ынтымақтық зейнетақыға құқығы, баспанасының болуына қарай әртүрлі есептелуі тиіс, - деді"
F1/Audio/inform_1526_08.wav,шара аясында бал қатысушылары бір ай көлемінде қайырымдылық ісімен айналысты.
F1/Audio/inform_2082_03.wav,ол март ойын-сауық сауда орталығынан аққозиев көшесіне дейінгі аралықты алып жатыр.
F1/Audio/inform_897_13.wav,жергілікті органдар аталған факті бойынша тексеруді бастады.
F1/Audio/inform_1057_01.wav,"елордада заңсыз тұрғызылған ғимараттарды сүру жұмыстары жүргізіліп жатыр, - деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_3418_00.wav,қостанай облысында аудан әкімінің орынбасары жол апатынан көз жұмды.
F1/Audio/inform_601_06.wav,кейіннен қақпашы клубы теміртаулық болат сапына ауысты.
F1/Audio/inform_2777_13.wav,"қажетті шаралар қабылданбаса, бұл халықтың денсаулығына әсер етуі мүмкін."
F1/Audio/inform_2825_00.wav,"қазақстанның мәдениет және спорт министрі ақтоты райымқұлова қазақстан республикасы мемлекеттік туын пайдалануға жол берілмейтін жағдайларды түсіндірді, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_884_11.wav,"бұл бағытта президент қасым-жомарт тоқаев нақты тапсырмалар берді, - деп атап өтті бауыржан байбек."
F1/Audio/inform_3449_6.wav,"мемлекеттік қызмет туралы заңда аппарат басшыларына бекіту ұсынылады, - дейді қазақстанның мемлекеттік қызмет істері агенттігінің төрағасы анар жайылғанова."
F1/Audio/inform_2028_02.wav,осыдан кейінгі еліміздің саяси өміріндегі маңызы зор оқиға президент сайлауы болды.
F1/Audio/inform_1993_23.wav,"бірі әлеуметтік саланы таңдаса, енді бірі ұлттық құндылық, рухани жаңғыру, туризм сияқты"
F1/Audio/inform_891_17.wav,заңды және қылмыстық іс жүргізу кодексінде көзделген негіздер бойынша және өнімнің санитарлық-эпидемиологиялық қауіпсіздігін мониторингілеу мақсатында.
F1/Audio/inform_1537_02.wav,"гамбургте, дюссельдорфте, штутгартте және прагада болатын концерттеріне билеттерді мына жерден онлайн алуға болады."
F1/Audio/inform_2040_02.wav,"оған қызу талқылаулардан кейін түзетулер енгізіліп, мерзімі екі рет ауыстырылды."
F1/Audio/inform_900_04.wav,осы мақсаттарда бюджеттен он төрт те сегіз миллиард теңге бөлінді.
F1/Audio/inform_4103_13.wav,осы көрсеткіштерге адамның денсаулық жағдайы тікелей байланысты.
F1/Audio/inform_1140_3.wav,жыл сайын тәуелсіздік күні қарсаңында мемлекет басшысы қазақстанның дамуы мен өркендеуіне ерекше үлес қосқан азаматтарды мемлекеттік наградалармен және сыйлықтармен марапаттайды.
F1/Audio/inform_1544_05.wav,мұнда екі жүз жаңа жұмыс орнын ашу жоспарланған.
F1/Audio/inform_1994_09.wav,"кәсіпкерлер алдымен екінші деңгейлі банктерге барып, қаражаттарын алып, мысалы, нұр капитал бағдарламасын алатын болсақ,"
F1/Audio/inform_661_09.wav,сондықтан да бұл жоба сол үшін жасалған.
F1/Audio/inform_1967_04.wav,"сағат бес отыз алтыда жеке үйдің ауласында шаруашылық құрылысы, гараж және ваз-жиырма бір де нөл жетпіс төрт автокөлігінің отқа оранғаны жөнінде хабар түскен."
F1/Audio/inform_3334_08.wav,бүгінде облысымызда алты жүз инфекциялық және үш жүз қырық карантиндік төсек орын ұйымдастырылған.
F1/Audio/inform_640_12.wav,"сол себепті, мұндағы жөндеу жұмыстарының сапасы лайықты дәрежеде болғанын қалаймын - деп атап өтті даниал ахметов."
F1/Audio/inform_1096_5.wav,"қазақстан республикасы президенті әкімшілігінің басшысы, қазақстан республикасындағы адам құқықтары жөніндегі уәкіл, қазақстан республикасындағы бала құқықтары жөніндегі уәкіл,"
F1/Audio/inform_893_03.wav,"уәкілетті органдар қалған ұсыныстарды екі мың жиырмасыншы жылы заң шығару қызметі аясында қарайтын болады, - делінген палатаның баспасөз мәліметінде."
F1/Audio/inform_1620_03.wav,"ордабасы ауданы, шоқан уалиханов атындағы мектеп-гимназиясында әкелер мектебінің ұйымдастыруымен әкелер мектебі - тәрбие мектебі тақырыбында облыстық семинар өтті."
F1/Audio/inform_2713_18.wav,"ол жерге тек ішек-қарын, өлексе емес, тұрмыстық қатты қалдық, құрылыс материалы да көмілген."
F1/Audio/inform_1129_02.wav,ағылшындық клуб бүгін жеңіліске ұшыраған жағдайда жарыстың келесі сатысына шыға алмауы мүмкін болатын.
F1/Audio/inform_2078_00.wav,шымкентте ағымдағы жылы он төрт гектарлы жерге жылыжай іске қосылған.
F1/Audio/inform_2798_03.wav,жүздесу барысында республикалық маңызы бар ақтөбе-қандыағыш тас жолын қайта салу жұмыстарына қатысты мәселелер талқыланды.
F1/Audio/inform_3313_05.wav,"елдегі экономикалық белсенділіктің төмендеуіне байланысты, бір жылдың ішінде жұмыс істеушілердің саны үш те бір пайызға қысқарған."
F1/Audio/inform_767_06.wav,"олар біріккен араб әмірліктерімен сотталған адамдарды беру туралы, украинамен қылмыстық істер бойынша құқықтық көмек туралы, бразилиямен сотталған адамдарды беру туралы шарттарға,"
F1/Audio/inform_831_03.wav,осындай мемлекеттің қазақстанды орталық азия аймағындағы сенімді стратегиялық серіктесі ретінде қарауы - біз үшін өте маңызды.
F1/Audio/inform_2026_01.wav,"қазақстан президентінің баспасөз хатшысы берік уәли айтты, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_795_03.wav,"қазіргі таңда нысанның жоғары кернеулі электр желілері тартылып, ктп электр құрылғылары, сондай-ақ жол бойындағы жарық бағаналары орнатылуда."
F1/Audio/inform_1524_05.wav,қазақстан халқы үшін бұл мерекенің мәнісі зор.
F1/Audio/inform_3373_02.wav,бұл соманың елу бір пайызы әлеуметтік салаға бағытталады.
F1/Audio/inform_1646_14.wav,"бірақ, бұл ретте акциздің бағаны реттеуші жалғыз фактор емес екенін ескеру керек, - деді азамат әмрин үкімет отырысында."
F1/Audio/inform_2726_09.wav,"кәсіпкерлер тазалық пен парасаттылық стандарттарын сақтауға неғұрлым көп көңіл бөлсе, соғұрлым тезірек бәсекеге қабілеттілікке қол жеткіземіз, - деді алек шпекбаев."
F1/Audio/inform_1519_07.wav,"зардап шегушілерге келтірілген материалдық шығын есептелуде,- деп толықтырды облыстық полицияның ресми өкілі серік үпиев."
F1/Audio/inform_779_18.wav,"түркістан облысының полицейлері азаматтарға көлік жүргізгенде жылдамдықты асырмауды, ішімдік ішіп көлікке отырмауды, қарсы бағытқа шықпауды және одан бөлек жол жүрісі қағидаларын сақтау қажеттігін ескертеді."
F1/Audio/inform_764_62.wav,"сөздіктегі сөздердің басым бөлігін араб, парсы, ағылшын, грек, латын, француз, неміс, испан тілдерінен енген сөздер құрайды."
F1/Audio/inform_799_04.wav,мұнда ақжайық сапындағы ресейлік легионер максим пахомов қос голдың авторы атанды.
F1/Audio/inform_3435_12.wav,"біз ауғанстанға бірге кірдік, бірге бейімделеміз және жағдай реттелген кезде ғана бірге кетеміз."
F1/Audio/inform_1097_01.wav,бұл туралы ақпараттық-коммуникация қызметінде өткен баспасөз брифингінде қазақстанның ұлттық экономика министрлігінің табиғи монополияларды реттеу комитетінің шымкент қаласы бойынша департаментінің басшысы қайынбердинев атап өтті.
F1/Audio/inform_4637_10.wav,"жалпы өткен оқу жылында он төрт колледж үшін жүз қырық төрт миллион, алты жүз мың теңгеге отыз екі жаңа модификация кабинеттері салынды."
F1/Audio/inform_3447_7.wav,"еске сала кетелік, бұған дейін атырауда әйелден жүз елу мың теңге бопсалаған тұрғын ұсталған болатын."
F1/Audio/inform_1983_00.wav,"атырауда қырық екі мың адам жұмыс берушілер есебінен екпе жасатты, деп хабарлайды қазақпарат."
F1/Audio/inform_4097_04.wav,"сол күні ескі иқан ауылы жанында шымкент-түркістан тасжолы бойында даф жүк көлігінің жүргізушісі көктайғақ салдарынан рульді басқара алмай, автокөлік аударылған."
F1/Audio/inform_1634_1.wav,бұл жөнінде президенттің баспасөз хатшысы берік уәлиге сілтеме жасап қазақпарат хабарлайды.
F1/Audio/inform_1966_06.wav,"тексеру барысында, көлік полициясы қызметкерлері петропавл қаласының елу жастағы тұрғынын ұстады."
F1/Audio/inform_4623_15.wav,"өнеркәсіптік өндіріс көлемі бойынша меже меркі ауданында, тоқсан бес те жеті пайыз, орындалмай қалу қаупі бар десек, ал тартылған инвестиция көлеміндегі көрсеткіш,"
F1/Audio/inform_662_13.wav,"конференцияға жиналғандарға, хазихан бөкейхановтың өмірі туралы оның туысы анастасия мәмбеталина айтып берді."
F1/Audio/inform_1622_01.wav,резонанс тудырған атышулы жол апаты ақпан айында атырау - орал тасжолында болған.
F1/Audio/inform_2765_08.wav,теңіз кенішіндегі инфекциялық стационарда емделіп жатқан науқастардың саны жүз екі адамға жеткен.
F1/Audio/inform_3322_13.wav,тағы бір маңызды мәселе - сайлау учаскелерінің материалдық-техникалық базасы.
F1/Audio/inform_2030_08.wav,бұл тұрғыдан алғанда президент қасым-жомарт тоқаевтың қызметі оптимизм ұялатады.
F1/Audio/inform_3406_06.wav,"автожолдарды тиісті деңгейде ұстамағаны үшін әкімшілік хаттама толтырылып, отыз айлық есептік көрсеткіші мөлшерінде сексен үш мың үш жүз қырық теңге айыппұл салынды."
F1/Audio/inform_1514_3.wav,"жоғары білім беру ұйымдарында өзін-өзі тану адамгершілік-рухани білім беру бағдарламасын іске асыру, жалпыадамзаттық құндылықтар негізіндегі отбасылық тәрбиелеу туралы мәселелерін талқылады."
F1/Audio/inform_849_16.wav,журналистер арасындағы республикалық байқаулардың жүлдегері айбек тасқалиев алды.
F1/Audio/inform_1125_20.wav,"екі мың он сегізінші жылы марракеште арнайы үкіметаралық конференцияда қазақстан қауіпсіз, реттелген және заңды миграция жөніндегі жаһандық келісімшартты мақұлдаған елдер қатарына кірді."
F1/Audio/inform_3347_03.wav,"сондай-ақ, хартияда құрылысқа жер учаскелерін ашық түрде беру туралы ұсыныс бар."
F1/Audio/inform_3395_3.wav,"оның ішінде акционері мемлекет болып саналатын ұлттық басқарушы холдингтерде, ұлттық холдингтерде, ұлттық компанияларда, ұлттық даму институттарында, дауыс беретін акцияларының қатысу үлестерінің елу пайыздан астамы өздеріне тиесілі олардың еншілес ұйымдарында,"
F1/Audio/inform_1976_18.wav,біздің келешегіміз - цифрлық экономика.
F1/Audio/inform_828_06.wav,еңбек жолын екі мың үшінші жылы қарқаралы қаласының нөмірі екінші орта мектебінде мұғалім болып бастаған.
F1/Audio/inform_4101_046.wav,не жасасақ та - өзіміз жасаймыз.
F1/Audio/inform_4627_06.wav,"кинематографистер одағы басқармасының бірінші хатшысы, ара-шмель журналының, түркістан, заман қазақстан газеттерінің бас редакторы болған."
F1/Audio/inform_1121_04.wav,тоғыз қабатты үйдің құрылысы екі мың он сегізінші жылғы желтоқсан айында басталған болатын.
F1/Audio/inform_4111_14.wav,еліміздің денсаулық сақтау министрлігі де үш мың еріктіге клиникалық зерттеулердің қорытынды үшінші кезеңінің басталуын мақұлдап отыр.
F1/Audio/inform_4128_07.wav,автокөлік айып тұрағына қойылды.
F1/Audio/inform_813_05.wav,нью-йорктің бронкс ауданында жиырма жеті жастағы қазақстандық ұсталған.
F1/Audio/inform_3421_04.wav,"оның ішінде шығыс қазақстан мен павлодар облыстарындағы екі факті бойынша мемлекеттік қызметшілерге қатысты болды, - деді калайчиди депутаттар сұрағына жауап бере отырып."
F1/Audio/inform_751_3.wav,инспекторлар көлік ізіне түскеннен кейін күдіктілер заңсыз аңшылық айғақтарын жасыру үшін көлікті өртеп жіберген.
F1/Audio/inform_4514_16.wav,ал екі мың он алтыншы жылдан бастап үлбі өзеніне түсетін нөсер ағындылары тоқтатылды.
F1/Audio/inform_2045_03.wav,бұл үлкен көрсеткіш.
F1/Audio/inform_716_05.wav,сонымен қатар алматы гарнизонында әуе шабуылына қарсы қорғаныстың жеке байланыс полкі мен бригадасының нысандары тексерілді.
F1/Audio/inform_3303_07.wav,"сонымен қатар, қырық мың бас шошқаға арналған мал шаруашылығы кешенінде елу бір мыңнан астам бас болған."
F1/Audio/inform_4096_09.wav,"айта кетейік, асхат тағыберген қазақстанның ұлттық құрамасында ойнайды."
F1/Audio/inform_1611_02.wav,мың тоғыз жүз жетпіс үшінші жылы біріккен ұлттар ұйымы бас ассамблеясы араб тілін біріккен ұлттар ұйымының жұмыс тілдері қатарына енгізді.
F1/Audio/inform_852_07.wav,бөдене санын арттырып жатырмын.
F1/Audio/inform_4513_03.wav,тексеру барысында жүргізуші мен жолаушы арасында жанжал туындағаны анықталды.
F1/Audio/inform_836_09.wav,"билет кассаларының жұмысын, вокзалдарда жолаушылар пойыздарына билет сату бойынша алыпсатарлыққа жол бермеуді."
F1/Audio/inform_2791_00.wav,"биыл он бір айда баға азық-түлік тауарларына тоғыз бүтін оннан алты пайыз, азық-түлік емес тауарларына бес бүтін оннан бір пайыз, ақылы қызметтерге үш те сегіз пайызға жоғарылады."
F1/Audio/inform_2845_06.wav,зейнеткер полиция капитаны бақытбек хамидуллиннен ұлын алкогольден мәжбүрлеп емдеуге көмектесуін сұрады.
F1/Audio/inform_1071_00.wav,ақтөбеде сұйытылған газ тапшылығы сезіле бастады.
F1/Audio/inform_2822_00.wav,ақмола облысында үш бала кавасаки синдромынан емделіп шықты.
F1/Audio/inform_1556_07.wav,инфляцияны тежейтін негізгі фактор аздаған ішкі сұраныс болады.
F1/Audio/inform_1617_03.wav,"бұл өте қауіпті, өйткені жұқпалы аурулар эпидемиясының қатері төнуі мүмкін."
F1/Audio/inform_1053_19.wav,қазақстанның барлық жоғары оқу орындары мен колледждері отандық кадрларды даярлаған кезінде халықаралық зерттеулер нәтижелерін басшылыққа алуы керек.
F1/Audio/inform_4085_26.wav,соңғы жиырма тоғыз жыл ішінде жүргізілген қазақстанның көреген және тұрақты сыртқы саясаты оның беделін арттыруға әсер етті.
F1/Audio/inform_2022_02.wav,"шаһар басшысы жаңа үйдің ішін аралап көріп, жаңадан қоныстанып жатқан отбасыларға сыйлық тарту етті."
F1/Audio/inform_773_10.wav,мемлекеттік хатшы өз сөзінде салтанатты шараға келген жазушының жары клара жұмабайқызын құттықтады.
F1/Audio/inform_1524_07.wav,ал осы еліміздің болашағы сендердің қолдарыңда.
F1/Audio/inform_2746_12.wav,"бастысы, маска тағып, жеке гигиена ережелерін ұстанып, әлеуметтік қашықтықты сақтауды ұмытпаңыз, - дейді ол."
F1/Audio/inform_1055_09.wav,"киікті заңсыз аулау үшін бес жүз айлық есептік көрсеткіші ақбөкен мен төлін заңсыз аулау үшін үш жүз елу айлық есептік көрсеткіші көлемінде айыппұл салынады, сондай-ақ бас бостандығынан айыру түріндегі қылмыстық жаза қолданылады, - дейді ол."
F1/Audio/inform_2027_04.wav,жарылғыш заттан жапа шегетіндердің басым көпшілігі - балалар.
F1/Audio/inform_1965_10.wav,департамент мамандары шығыс қазақстан облысының тұрғындарына сапарға шықпас бұрын ауа райының жағдайын біліп отыру қажеттігін ескертті.
F1/Audio/inform_3441_03.wav,"осыған байланысты министрлік мүдделі мемлекеттік органдармен бірлесіп, тәртіп бұзушылықтар үшін жазаны күшейтуге бағытталған бірқатар шараларды пысықтады."
F1/Audio/inform_4123_03.wav,екі күн бұрын құбыр жарылған.
F1/Audio/inform_816_06.wav,мың тоғыз жүз отыз тоғызыншы жылы ақмола облысының еңбекшілдер ауданында тудым.
F1/Audio/inform_3376_14.wav,"қазір институт ұжымы ерте диагностика, оңалту, психологиялық көмек берумен айналысады."
F1/Audio/inform_1535_8.wav,"қазақстан республикасының тәуелсіздігіне он жыл медалімен, алғыс хаттармен, құрмет грамоталарымен, төсбелгілермен марапатталған."
F1/Audio/inform_1512_010.wav,дереу костюм іздеуге кірісті.
F1/Audio/inform_2006_08.wav,"сондай-ақ, ол ливерпуль ойыншыларына уефа суперкубогын табыстады."
F1/Audio/inform_2756_02.wav,тек сонда ғана ауруды жеңіп шығуға болады.
F1/Audio/inform_1509_01.wav,соңғы екі әуе апатына байланысты ұшақты пайдалану тоқтатылғанына қарамастан бойңг жеті жүз отыз жеті макс лайнерін шығарып келді.
F1/Audio/inform_716_15.wav,"жоғары жетістіктеріңізбен құттықтаймын, - деді раиса керімбаева."
F1/Audio/inform_2731_18.wav,"қазақстан журналистері осынау ару қалада білім алды, шыңдалды, журналистиканың қыр-сырын меңгерді."
F1/Audio/inform_2844_22.wav,мемлекет басшысы дағдарыс салдарын еңсеру үшін экономиканы кредиттеудің маңызына назар аударды.
F1/Audio/inform_3315_11.wav,қазақстанның ұлттық банкі екі мың он төрт-он тоғызыншы жылдары аралығында ғана екі жүз он бес те екі тонна алтын сатып алды.
F1/Audio/inform_4101_003.wav,"бесеуі ақтөбе қаласынан, үшеуі мәртөк ауданынан тіркелді."
F1/Audio/inform_2775_33.wav,"оған охотзоопром өндірістік бірлестігі кәсіпорынның жануарлар дүниесін қорғау қызметінен екі жүз жиырма төрт инспектор, алпыс сегіз жол талғамайтын автокөлік , отыз жеті кунг,"
F1/Audio/inform_4127_03.wav,облыстық полиция департаменті ғимараттары кешенінің құрылысы қыркүйек айында басталған.
F1/Audio/inform_1615_22.wav,есептіліктің барлық папкаларын ашуды ұсынамыз.
F1/Audio/inform_3385_02.wav,"ал мұрат имандосов, марат делмұханов, жеңісбек ысқақов, азат досмайылов, қуанышбек ысқақовқа адамдар тобының алдын ала сөз байласуы арқылы, бөтеннің мүлкін жымқыруға, оны жасауға кедергілерді жоюға көмектескен, - деген айыппен айыпталған."
F1/Audio/inform_2769_08.wav,ел аумағының біртұтастығы үшін оңтүстіктен солтүстік аймақтарға бағытталған көші-қон үрдісін жалғастыру керек деп санайды.
F1/Audio/inform_3312_13.wav,"бұл ретте қолма-қол ақшасыз төлемдердегі интернет пен мобильдік төлемдердің үлесі екі мың жиырмасыншы жылғы қаңтар-қазанда сексен бір де төрт пайызды құрады,"
F1/Audio/inform_3327_02.wav,"пушкин атындағы орал педагогикалық институтының жаратылыстану-география факультетін бітірген, география және биология пәндерінің мұғалімі."
F1/Audio/inform_2726_04.wav,алик шпекбаев бір мезгілде үш жүз адамды қабылдай алатын және спорттың он тоғыз түрі бойынша жаттығатын қарашығанақ спорт кешеніне барды.
F1/Audio/inform_1594_00.wav,"салық төлеу кезіндегі қателіктер, негізінен, бірнеше деректемелерді толтыру қажеттігіне байланысты болды."
F1/Audio/inform_1618_10.wav,байқауға қатысушылардың ынтасын жоғары бағалаған ұйымдастырушылар үздік оқырман номинациясын бірден бес оқушыға табыстады.
F1/Audio/inform_2054_07.wav,аймақта ашуды жоспарлап отырған тағы бір жаңа зауыт - ағаш өңдеу зауыты.
F1/Audio/inform_1137_19.wav,жақында қоныс тойын тойлаймыз.
F1/Audio/inform_1105_07.wav,"осы орайда, түзетулерде террористік тұрғыдан осал нысандарды қорғауды ұйымдастыру саласындағы үкімет пен орталық мемлекеттік органдардың құзыретін нақтылау,"
F1/Audio/inform_2738_05.wav,"бұл тек бюджеттің ақшасы емес, бізге бизнес көмекке келді, - деді бақытжан сағынтаев."
F1/Audio/inform_4513_10.wav,ұсталғандар автобус жүргізушісінен кешірім сұрады.
F1/Audio/inform_664_09.wav,"автокөліктердің мемлекеттік нөмірлік белгісін алып қоя отырып, коммуналдық айыппұл тұрағына қою арқылы пайдалануға тыйым салынады."
F1/Audio/inform_1998_23.wav,таңбасының болуына міндетті түрде назар аударыңыз.
F1/Audio/inform_1528_13.wav,"бастысы, шұлықты үлкен махаббатпен тоқыдым, - дейді мисс астана байқауының қатысушысы айым имашева."
F1/Audio/inform_835_32.wav,"ата-аналардың сұранысы бойынша актерлік шеберлік, би үйірмесін қостық."
F1/Audio/inform_3417_06.wav,қазір осы дерек бойынша қазақстанның қылмыстық кодексінің екі жүз отыз алтыншы бабының бірінші тармағымен қылмыстық іс қозғалды.
F1/Audio/inform_2806_07.wav,өңірдің сыбайлас жемқорлыққа қарсы ведомствосының жоспарланған тауарға оңтайлы бағаны қайта қарау және белгілеу туралы ұсыныстарынан кейін мемлекеттік орган мемлекеттік сатып алу бағасын төмендетті.
F1/Audio/inform_852_25.wav,"нәтижесін көрсету, өйткені келесі жылы да кәсіпкерлік курстарына қабылдаймыз."
F1/Audio/inform_2098_00.wav,"биыл басталған шымкенттегі әуежай терминалының құрылысы екі мың жиырмасыншы жылы аяқталады, деп хабарлайды қазақпарат тілшісі."
F1/Audio/inform_1512_048.wav,"барлығы мыңға жуық қой, жиырма түйе, отыз шақты жылқы бар."
F1/Audio/inform_1163_077.wav,это достижимо только в условиях полноценного развития рыночных механизмов при стабилизирующей роли государства.
F1/Audio/inform_2776_06.wav,"жалпы мүмкіндігі шектеулі жандар тірек-қимыл қозғалысы зақымданған, көру және есту мүмкіндігінен айырылған спортшылар болып үш топқа бөлінеді."
F1/Audio/inform_1163_175.wav,звание қазақстанның еңбек ері присваивается макишеву турсынбеку шамбуловичу.
F1/Audio/inform_849_30.wav,"сыйлыққа жиырма тоғыз жасқа дейінгі қазақстан республикасының азаматтары халықаралық және республикалық байқаулардың, фестивальдар мен көрмелердің лауреаттары."
F1/Audio/inform_2030_42.wav,ел президентінің талабы бойынша парламент мәжілісі осы бағыттарда бірқатар маңызды түзетулер қабылдады.
F1/Audio/inform_3348_20.wav,"сондай-ақ, басқосуда әмір және д жауапкершілігі шектеулі серіктестігі бөлшек дәріханалар желісінің директоры қарлығаш қаймолдаева өз кәсіпорнының қызметі туралы қысқаша айтып берді."
F1/Audio/inform_2840_10.wav,қазіргі таңда оныншы кезеңнің құрылысы аяқталған.
F1/Audio/inform_4104_24.wav,"екіншіден, қазір халық вирустың қаупін бұрынғыдан да жақсы түсінеді және сақтану шараларын жасайды."
F1/Audio/inform_900_08.wav,биыл жиырма жетінші ақпанда елбасының нұр отан партиясының он сегізінші съезінде берген тапсырмасын жүзеге асыру мақсатында
F1/Audio/inform_802_01.wav,"батыс қазақстан облысының төтенше жағыдайлар департаментінің баспасөз қызметінен түскен мәліметке қарағанда, оқиға бүгін түнгі сағат нөл бір нөл нөлде жексенбаев атындағы көше алпыс жетінші үйде болды."
F1/Audio/inform_639_08.wav,мұндай жағдайда сот орындаушыларымен қатар инспектор шақыруға болады.
F1/Audio/inform_2722_00.wav,қызылордалық полиция қызметкері мақсат хасенов әріптестерімен бірге он жеті адамды өрттен құтқарып қалды.
F1/Audio/inform_1647_09.wav,өрт басталған кезде үйде жетпіс сегіз жастағы әйел және екі мың он бірінші және екі мың он сегізінші жылы туған екі бала болған.
F1/Audio/inform_4508_05.wav,оған карантин шектеулері себеп болып отыр.
F1/Audio/inform_2831_12.wav,"таза органикалық өнімдерді өндіру мәселесі бойынша, сондай-ақ ұлттық құндылыққа, тілге қатысты семинар-тренинг өткіземіз - дейді ол."
F1/Audio/inform_3371_23.wav,"олардың пікірінше, форс-мажорлық жағдай ескерілуі тиіс."
F1/Audio/inform_804_11.wav,кейбір аудандардан екі-үш ақыннан қатысады.
F1/Audio/inform_2067_10.wav,"еске сала кетейік, акция аясында нұр-сұлтан қаласында екі жүз елу пластик бөтелкеден жасалған шырша жасалды."
