audio_filepath,texts
F2/Audio/inform_987_066.wav,"ұстаздар да, шәкірттер де түкке түсінбей, үрейлене үрпиістік."
F2/Audio/inform_965_026.wav,"одан бөлек, біздің кемеңгеріміз, қазақстанның еңбек ері, халық жазушысы, көрнекті қоғам қайраткері әбіш кекілбайұлының сексен жылдығына орай бір аптаның көлемінде біздің мемлекетімізде үлкен жиындар өтті."
F2/Audio/inform_965_208.wav,осы мәселені көтеріп жүрген алматыда бақтыгүл махамбетова деген әпкеміз бар.
F2/Audio/inform_3264_08.wav,"оның ішінде мемлекеттік жалпыға міндетті білім беру стандартының талаптарын сақтай отырып әзірленген жаңа оқу пәндері бойынша апробация жүргізілді.
"
F2/Audio/inform_3201_15.wav,"орталықтың қызметіне азаматтардың мәселелерін жедел әрі бірлесе шешу, өтініштерді қабылдау, тегін құқықтық кеңес көрсету, мемлекеттік органдардың бірінші басшыларының қатысуымен қоғамдық қабылдаулар,"
F2/Audio/inform_2452_05.wav,"негізінен ерекше бақылауда тұрған тұрғын үй құрылысы, ауылдарды газдандыру және сапалы ауызсумен қамтамасыз ету басты назарға алынады."
F2/Audio/inform_1486_01.wav,"бұл туралы шанхай ынтымақтастық ұйымы бас хатшысы владимир норов агора: ғылыми көзқарас дүниежүзілік жастар конференциясының ашылуында мәлім етті, деп хабарлайды қазақпарат."
F2/Audio/inform_1297_3.wav,"мерекелік жиында қазақстан рсепубликасы парламенті сенатының депутаты бекназаров, қалалық мәслихаттың хатшысы ташқараев.
"
F2/Audio/inform_1011_02.wav,"Есімдер жетпіс төрт жыл бұрын, бір мың тоғыз жүз қырық бесінші жылы Қазақстанның халық қаһарманы Мұхтар Қапашұлы Алтынбаев дүниеге келді.
"
F2/Audio/inform_3271_07.wav,"өмірзақ-сервис жауапкершілігі шектеулі серіктестігінің директоры марат өмірзақов атырау облысынан, ассорти екі шаруа қожалығының басшысы игорь шевченко шығыс қазақстан облысынан марапатталды.
"
F2/Audio/inform_1432_25.wav,ұлыбритания елшісі брейтвейт қазақстан республикасының тәуелсіздік жариялауын қошеметпен қарсы алды.
F2/Audio/inform_974_13.wav,бұл құжатта алматыны әлемнің үздік жүз қаласының қатарына енгізу басты мақсат ретінде көрсетілген.
F2/Audio/inform_965_098.wav,бұрын газет-журналға жазылған мақаласына да қаламақы алып отырған қаламгерлердің абдыраған кезі осы болатын.
F2/Audio/inform_1348_04.wav,ғұлама мұхаммед хайдар дулатидың тарих тарауларында қалған өмірі мен ұлы далада әмірші болған текті әулет ұрпағының сан қилы тағдыры суреттеледі.
F2/Audio/inform_688_15.wav,орта есеппен әрбір мемлекеттік қызметтің көрсетілу мерзімі тоғыз күнге дейін қысқартылды.
F2/Audio/inform_2415_05.wav,электр орталықтары екіні жаңғыртудың жобасын әзірлеуде.
F2/Audio/inform_2473_01.wav,"соның салдарынан республиканың басым бөлігінде қар жауады, оңтүстікте жауын-шашын болады."
F2/Audio/inform_3208_01.wav,"оныншы желтоқсанда солтүстік қазақстан облысының кей жерлерінде тұман түсіп, боран соғады, көктайғақ болады."
F2/Audio/inform_3190_01.wav,"ведомствоның мәліметінше, үшінші желтоқсанда аршалы аудандық полиция басқармасына кезекшілік бөліміне жиырма алты жастағы жергілікті тұрғынынан арыз түскен."
F2/Audio/inform_1238_26.wav,"дәрежелі достық орденіне қазақстан халқы ассамблеясы төрағасының орынбасары, вайнах шешендер және ингуштер қауымдастығы басқармасының мүшесі келигов."
F2/Audio/inform_3261_01.wav,"бірінші - инкубациялық кезең, онда вирус адам ағзасына түскенімен, клиникалық симптомдар көрінбейді."
F2/Audio/inform_933_02.wav,екі мың он тоғызыншы жылы қазақстан республикасының тұңғыш президенті - елбасының мәдениет саласындағы мемлекеттік стипендиясы берілген адамдардың дербес құрамы:
F2/Audio/inform_983_06.wav,қамқор бағыты еріктілердің қарттар үйлерінде жұмысына бағытталған.
F2/Audio/inform_1255_11.wav,бұл күн түрікменстан республикасында ұлттық мейрам.
F2/Audio/inform_1444_05.wav,"горган қаласындағы қазақстан республикасының бас консулы, халықаралық экономикалық серіктестік комитетінің төраға орынбасары, қазақстан республикасы сыртқы істер министрлігінің ерекше тапсырмалар жөніндегі елшісі,"
F2/Audio/inform_1019_08.wav,бұл қаржыға көпқабатты тұрғын үй ауласында жүз алпыс үш ойын және жетпіс тоғыз спорт алаңшасы жөнделеді.
F2/Audio/inform_687_00.wav,"елордада таңғы сағат алты елу екіде жүз екі каналына бизон дәмханасының маңында белгісіз біреу такси жүргізушісін ұрып-соғып, автокөлігін айдап кеткені туралы мәлімет келіп түсті."
F2/Audio/inform_556_05.wav,"нақтырақ айтқанда, пәндерді жетпіс пайыз дәстүрлі, отыз пайыз қашықтан оқиды."
F2/Audio/inform_4423_08.wav,облыстық төтенше жағдайлар департаменті баспасөз қызметі қостанайлықтарды қауіпсіздік ережелерін сақтауға және ауа райының қолайсыз кезінде елді мекеннен тыс жерлерге шықпауға шақырады.
F2/Audio/inform_3196_02.wav,ол кәмелетке толмаған ұлы үш қарақшының құрбаны болғанын айтты.
F2/Audio/inform_1047_01.wav,"бұл жайында астана процесінің кепілгер елдері иран, ресей және түркияның бірлескен мәлімдемесінде айтылған, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_2467_03.wav,екі мың он тоғызыншы жылдың он төртінші наурызында халықаралық ғарыш станциясында болды.
F2/Audio/inform_987_161.wav,кейіннен бәрі топырақ астына көміліп қалған.
F2/Audio/inform_1039_129.wav,"балаларымыз қазақша біліп, қазақ тілінің грамматикасын керемет меңгеруге тырысады."
F2/Audio/inform_1437_22.wav,григорий бабаян мансабын германияның биберах клубында бастады.
F2/Audio/inform_960_08.wav,томирис әкесі сияқты спортқа өте жақын.
F2/Audio/inform_1432_24.wav,иран елшілері мен қытай халық республикасы уақытша сенімді өкіліне кіріп шыққанын және олармен өткен сұхбаттасудың негізгі мазмұнын баяндайды.
F2/Audio/inform_3276_27.wav,бір адам үшін мұздың қауіпсіз қалыңдығы кемінде он сантиметр жаяу өткелді жасау үшін мұздың қауіпсіз қалыңдығы он бес сантиметр және одан астам болуы керек.
F2/Audio/inform_622_40.wav,"егер республикалық комиссия менің еңбегімді бағалап, туған қаламның төрінен менің жұмысымды, яғни естай атамыздың ескерткішін орнатып жатса, бұдан асқан бақыт жоқ!, - дейді мүсінші данияр сарбасов."
F2/Audio/inform_4414_03.wav,"құлманов бір мың тоғыз жүз алтыншы, тоғыз жүз жетінші жылдары бірінші мемлекеттік және екінші мемлекеттік думаларға ішкі орда қазақтарынан депутат болып сайланып, мұсылман фракциясын басқарған."
F2/Audio/inform_2493_04.wav,алғашқы мемлекет ретінде ақш жарық болашақ жолында қолдау көрсетуге дайын.
F2/Audio/inform_687_02.wav,бұл оқиғаға байланысты полиция күштері көтерілген болатын.
F2/Audio/inform_924_03.wav,қазақстан республикасының мемлекеттік қызметі туралы заңымен мемлекеттік аппараттың кәсібилігі мен дербестігіне бағытталған жүз нақты қадам ұлт жоспарында көзделген негізгі шаралар қамтылды.
F2/Audio/inform_987_157.wav,"сүңгінің ұшы, жебенің ұшы, темірден жасалған селебе, сонымен қатар есіркіген ескірген монета да табылып отыр.
"
F2/Audio/inform_918_02.wav,"түркістан қалалық ауруханасының бас дәрігері жанар оспанова жаңа жүйенің тиімді тұстары мен артықшылықтарын айтып өтті, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_1469_08.wav,және бұл үйлер жекешелендірілмейді.
F2/Audio/inform_1039_069.wav,ресейде туғанмын.
F2/Audio/inform_3232_10.wav,яғни екі тараптың да әуе компаниялары екі мың жиырмасыншы жылғы оныншы желтоқсаннан бастап рейс санын қысқартады.
F2/Audio/inform_1038_09.wav,"жоғары ақыл-ой және дене жүктемелерімен қоса, ағзаның қарқынды соматикалық өсуі дәл осы уақытқа тұспа-тұс келеді."
F2/Audio/inform_2418_02.wav,"маманның пікірінше, сертификатталмаған пиротехникалық бұйымдарды қолдану қауіпті."
F2/Audio/inform_2413_01.wav,"жүлдені ұтып ал! акциясы бойынша ұтыс ойыны өткізілді, деп хабарлайды қазақпарат кірістер комитетінің баспасөз қызметіне сілтеме жасап."
F2/Audio/inform_724_13.wav,"Солтүстік Қазақстан облысы тауарлар мен көрсетілетін қызметтердің сапасы мен қауіпсіздігін бақылау департаментінің бактериологиялық зертханасында институт асханасынан алынған тамақтардың, судың, ыдыстардың үстіңгі қабаттарының сынамасы зерттелді.
"
F2/Audio/inform_596_2.wav,"бұл біздің тарихи санамыздың жаңғыруының жарқын көрінісі, - деді қырымбек көшербаев қазақстан тәуелсіздігінің отыз жылдығына және алғыс айту күнінің бес жылдығына арналған дөңгелек үстел барысында."
F2/Audio/inform_949_08.wav,"сонымен, биылғы қазан айында қазақстан республикасының президенті қасым-жомарт тоқаев шетелдік азаматтарды міндетті тіркеуді алып тастау жөнінде бұйрық берді."
F2/Audio/inform_587_16.wav,"бұл жағдай әлі де қашықтан оқытуда қалып отырған алтыншы, сегізінші, оныншы сыныптарға қатысты."
F2/Audio/inform_1475_38.wav,"айта кетейік, жалпы таушық спорт мектебінде футбол, баскетбол, қазақ күресі, дзюдо, кикбоксинг, волейбол үйірмелері бар.
"
F2/Audio/inform_1289_12.wav,"ол орын - музей.
"
F2/Audio/inform_656_14.wav,"бұған қоса, аталған норма құқық қорғау органдарында да таратылмақ."
F2/Audio/inform_3259_09.wav,бірақ бұған саяси мәдениеттің төмендігі себеп болған.
F2/Audio/inform_936_11.wav,"қазақ тағамтану академиясының амиран зауыты жауапкершілігі шектеулі серіктестігінің директоры, қазақ тағамтану академиясы қоғамдық бірлестігі жауапкершілігі шектеулі серіктестігінің бас ғылыми қызметкері, техника ғылымдарының докторы руслан борисович юнге;"
F2/Audio/inform_2433_19.wav,ауылдық жерлерде де тұрғын үй құрылысы жүріп жатыр.
F2/Audio/inform_2406_05.wav,"көгалдандыру; жоспарланған жарылыстар кезінде жарылыс күшін азайтуға, шаңды басуға, жарылыс алдында жергілікті әкімдіктерге хабарлама жіберу, секілді талаптарды компаниялар орындауы керек болған."
F2/Audio/inform_654_01.wav,"Түркістан облысы әкімдігінің жаңа ғимаратында алғаш аппарат мәжілісі өтті.
"
F2/Audio/inform_1468_09.wav,тәңірі түркі әлемінің ынтымақ-бірлігін ұзағынан етсін.
F2/Audio/inform_1266_23.wav,"алайда ол компания мал шаруашылығымен айналыспайды, өзгеден алып, тасымалдайды."
F2/Audio/inform_697_02.wav,"бұл туралы бүгін үкімет отырысында қазақстан республикасы премьер-министрі асқар мамин айтты, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_981_09.wav,"сондықтан алдағы жылы сол дәстүрді заманға сай қайта жаңғыртуымыз қажет, - деді мемлекет басшысы."
F2/Audio/inform_958_86.wav,"өйткені, тәуелсіз қазақстанның тұғырлы тірегі, үкілі үміті, берік қалқаны - өздеріңіз."
F2/Audio/inform_1285_12.wav,оның ішінде қызметтік өкілеттілікті орындауға байланысты сыйлықтар қабылдамау және арнайы мемлекеттік қорға сыйлықтарды уақытылы тапсыру қажеттігі туралы түсіндіру жұмыстарын тұрақты түрде жүргізіп жатқанын айтты.
F2/Audio/inform_3248_06.wav,"енді партиялар белсенділікті арттырып, жаңа бағдарламаларды, тың бастамаларды ұсынуға ұмтылуы тиіс, - деді лариса гречушникова."
F2/Audio/inform_1473_09.wav,"кейіпкерлердің барлығы ұнайды, әсіресе, эльза! себебі өте әдемі.
"
F2/Audio/inform_1046_13.wav,"әрине, біз осы жағдайды өзгертетін боламыз, - деді асхат аймағамбетов.
"
F2/Audio/inform_987_116.wav,"құлпытас табылған жердегі қазба жұмысы екі кезеңде жүргізілген.
"
F2/Audio/inform_1431_11.wav,"онда қазақтың осынау төл өнерін өрге сүйреп келе жатқан жүрсін ерман, айтыс ардагерлері әлфия орманшина, құдайберді мырзабек, қуаныш мақсұтов және басқалар өз ойларын ортаға салды.
"
F2/Audio/inform_2443_04.wav,"бірақ олар - мемлекеттік мекеменің емес, жеке компания өкілдері."
F2/Audio/inform_913_05.wav,"мұнан соң ядролық соғыс қаупінен отан қорғаушы-ардагерлері қоғамдық бірлестігінің төрағасы марат мәмбетов жиналғандарды тарихи ескерткіштің ашылуымен құттықтап, өскелең ұрпақ үшін оның құндылығы жоғары екенін атап өтті."
F2/Audio/inform_4417_02.wav,бір мың тоғыз жүз тоқсан бірінші жылы бөкетов атындағы қарағанды мемлекеттік университетінің заң факультетін бітірген.
F2/Audio/inform_965_095.wav,"қазір, тәубе, мемлекеттік тапсырыспен шығатын кітаптар бес мың данаға жетті."
F2/Audio/inform_1317_17.wav,"өрт сөндіру бөлімінің қызметкерлері келген бойда баймурзин жағдай туралы айтып, әріптестеріне көмек көрсету үшін оқиға орнында қалды."
F2/Audio/inform_666_11.wav,"Тарту етіледі.
"
F2/Audio/inform_940_01.wav,"елордада кейбір рейс кейінге қалдырылып, жолаушылар уақытында ұшып кете алмай жатыр, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_644_16.wav,қазақстан республикасы президентінің алғыс хатын алған.
F2/Audio/inform_692_12.wav,"кеше астана халықаралық қаржы орталығының базасында катардағы ірі банктердің бірінің филиалын ашу жөнінде уағдаластық, - деді катар қаржыгері."
F2/Audio/inform_635_14.wav,"одан бөлек, жиырма бірінші желтоқсан күні он нөл нөлде қалалық оқушылар сарайында аула клубтарының төрт жүз қатысушысына арналған жаңа жылдық ертеңгілік ұйымдастырылады."
F2/Audio/inform_568_5.wav,"алғыс айту күні - елдің бірлігін арттыратын, жақсылық пен мейірімді ұлықтайтын мереке."
F2/Audio/inform_3191_23.wav,жарыстың финалдық сатысы екі мың жиырма екінші жылдың жиырма бірінші қарашасы мен он сегізінші желтоқсан аралығында өткізіледі.
F2/Audio/inform_1317_16.wav,"әйелдің жағдайы қанағаттанарлық екеніне көз жеткізіп, қауіп-қатерді болдырмау мақсатында газ және электр беруді жедел түрде сөндірді."
F2/Audio/inform_917_03.wav,"ол ақтөбе облысының шекарасынан бастап қармақшы ауданының жосалы кенті аралығын қамтиды, - деп мәлім етті қызылорда облысы жұмылдыру басқармасынан."
F2/Audio/inform_1018_5.wav,"сарыарқа және затон мөлтекаудандарында мектеп құрылыстарына, сондай-ақ, павлодардағы абай атындағы нөмірі оныншы мектеп-лицейінің жалғасын салуға, ақсу қаласына қарасты үштерек ауылындағы балабақша ғимаратын,
"
F2/Audio/inform_2405_09.wav,бүгінгі кездесуде барыс қарсыласынан екіде:бір есебімен басым түсті.
F2/Audio/inform_942_12.wav,екі мың он тоғызыншы жылы елордалық авиациялық бөлімнің ұшқыштар құрамының жалпы ұшуы - шамамен екі мың сағат.
F2/Audio/inform_1238_00.wav,"тәуелсіздік күні қарсаңында бірқатар азамат мемлекеттік наградалармен марапатталды, деп хабарлайды ақорда."
F2/Audio/inform_3217_04.wav,еңбек жолын өрт сөндірушіден бастаған.
F2/Audio/inform_937_6.wav,құқық қорғау механизмдерін жетілдіру саласында мемлекеттің азаматтық қоғам институттарымен өзара сындарды диалогын дамытудың маңызы зор.
F2/Audio/inform_1039_095.wav,"себебі, мен үшін орысша сөйлегеннен қазақша сөйлеген оңай болып кеткен.
"
F2/Audio/inform_1473_22.wav,ал соңында бірлесіп үлкен шыршаны безендірдік.
F2/Audio/inform_1038_10.wav,"сондықтан, мектеп асханасында тамақтануды тиімді ұйымдастыру өскелең ұрпақтың денсаулығын дұрыс қалыптастыруға ықпал етеді.
"
F2/Audio/inform_965_217.wav,"қазіргі қазақ прозасын алсақ, ол өзінің бір анық бағытын тапты ма?"
F2/Audio/inform_926_02.wav,полицейлер оқиғаның ізін суытпай бірнеше сағаттың ішінде күдіктілердің бірін - текелінің жиырма жеті жастағы тұрғынын ұстады.
F2/Audio/inform_690_03.wav,"электронды билеттендіру, аялдамаларды бірыңғай типке келтіру бойынша хаттамалық тапсырмалардың әлі күнге орындалмағанын тілге тиек етіп, жаңа әкімге осы орайда нақты шаралар қабылдау керектігіне назар аудартты."
F2/Audio/inform_2494_15.wav,"ғылыми-педагогикалық бағыттағы магистр дәрежесі үшін әр ай сайын мектеп ұстаздарына он айлық есептік көрсеткіш яғни жиырма бес мың бес мың теңге мөлшерінде үстеме ақы төленіп, сынып жетекшілігі және дәптер тексергендер үшін төленетін ақы екі есеге артады."
F2/Audio/inform_965_156.wav,"әлде, өз биігінде жаза беру керек пе?
"
F2/Audio/inform_653_00.wav,маңғыстаулық волонтерлер бір жылдағы жұмыстарын қорытындылады.
F2/Audio/inform_3279_02.wav,"соңғы уақыттарда әлеуметтік желілер мен ақпараттық агенттіктерінде шетелдік автокөлік иелері белгісіз біреулердің мемлекеттік тіркеу нөмірлерін ұрлап, кейін қайтару үшін ақша талап еткені туралы шағымдар жарияланған болатын."
F2/Audio/inform_1309_11.wav,аққу-үш шағынауданынан алты жүз жетпіс пәтерлік несиелік тұрғын үй құрылысы жүргізілуде.
F2/Audio/inform_2456_07.wav,"сондықтан қысқа ғана уақыттың ішінде нәтиже күту, апаттың себептері туралы айту мүмкін емес."
F2/Audio/inform_2407_05.wav,осының салдарынан құрылыс тоқтады.
F2/Audio/inform_622_16.wav,мамыр айында араз сөздің зергері болған хакім абай құнанбаевтың жүз жетпіс бес жылдығын
F2/Audio/inform_927_11.wav,"алматы, сағат он нөл-нөлде атакент көрме орталығында қытай сауда жәрмеңкесінің ашылуы болады.
"
F2/Audio/inform_3243_05.wav,"күн сайын қауіпті су айдындарда, әсіресе өткелдерде, мұз өтпе жолдарында, мұз астынан балық аулау орындарында мұздың қалыңдығын бақылау жұмыстары жүргізіледі."
F2/Audio/inform_614_03.wav,отыз сегіз жастағы спортшының бейнесі мерекелік номиналы жиырма франктік күміс монетаға пайдаланылған.
F2/Audio/inform_1300_08.wav,волонтерлік - азаматтық қоғамды нығайтудың маңызды құрамдас бөлігі.
F2/Audio/inform_3214_13.wav,сынақ екі мың жиырма бірінші жылы наурыздың соңына қарай аяқталады.
F2/Audio/inform_2449_10.wav,"жалғастыра береді, - делінген жеделхатта."
F2/Audio/inform_619_07.wav,рәсім әскери бөлімдердің аумағы мен жауынгерлік даңқ ескерткіштері
F2/Audio/inform_1010_19.wav,"Он жетінші желтоқсан он жеті отызда желтоқсан аралығында сағат он нөл-нөлде, он екі нөл-нөлде, он төрт нөл-нөлде, он алты нөл-нөлде қуыршақ театры көрермендерді Салаевтың (малифенсиядан) Малефисентаның мұзды жүрегі спектакліне асыға күтеді.
"
F2/Audio/inform_3238_1.wav,қараша мен желтоқсан айының бірінші аптасының қорытындысы бойынша коронавирусқа неғұрлым бейім контингент жиырмадан алпыс жасқа дейінгі азаматтар екені анықталды.
F2/Audio/inform_2403_19.wav,"енді қазақстандық жастар екі мың жиырмасыншы жылдың екінші, төртінші, бесінші қаңтар күндері әлем чемпионатының жұбаныш кезеңінде в тобында соңғы орын алған құрамамен сынға түседі."
F2/Audio/inform_3216_11.wav,іргетасы өте мығым үште үш метр аумақта екі метр тереңдіктен бастап сапалы бетонмен құйылған.
F2/Audio/inform_2444_04.wav,жоспар жобасы келесі жылы он жеті заң жобасын әзірлеуді көздейді.
F2/Audio/inform_2433_17.wav,"облыс орталығындағы береке, юбилейный, солнечный ықшам аудандарында да құрылыс қызған.
"
F2/Audio/inform_1349_06.wav,"екі мыңыншы жылдан экономиканың күшеюіне, елдің әл-әуқатының жақсаруына байланысты демографиялық ахуал түзеле түсті."
F2/Audio/inform_581_05.wav,"алакөл ауданы әкімінің көмекшісі, қамысқала ауылдық округінің, үшарал қалалық округінің әкімі болды."
F2/Audio/inform_965_238.wav,ауызекі сөйлеу тілі көркем әдебиет бола алмайды.
F2/Audio/inform_1347_10.wav,"жаңа есімдер мен брендтерді ашу және қолдау, сонымен қатар қазақстандық жеңіл өнеркәсіпті дамыту мен сұранысын ынталандыру."
F2/Audio/inform_2414_26.wav,балалар бір отбасының толыққанды бір мүшесі ретінде сезінеді.
F2/Audio/inform_1037_08.wav,бүгінгі таңда федерация құрамында жиырма тоғыз ел бар.
F2/Audio/inform_676_35.wav,"Нәтижелер мектептегі білімге өзгерістер қажет пе? деген сұраққа тағы бір мәрте оң жауап берді.
"
F2/Audio/inform_2425_29.wav,"бұл ретте тұрғындар реформаларға үндеу жасап, тұтқындалған ереуілшілерді босатуды және әкімшілік басшысының қызметінен кетуін талап етті."
F2/Audio/inform_959_06.wav,"әсіресе ұлты қазақ әскерилерге өз қыздарымызды өзіміз сабап, шаштан сүйресек не боламыз?
"
F2/Audio/inform_3261_17.wav,"коронавирустан емделгеннен кейін ағзаға салқын тигізбеу қажет, сондай-ақ басқа инфекцияларды жұқтырудан сақтану керек, - деді гаркалов."
F2/Audio/inform_1258_07.wav,облыстық төтенше жағдайлар департаментімен қысқы кезеңге дайындық мақсатында жоғары жүрісті доңғалақ және шынжыр табанды техниканы қысқы жағдайда пайдалануға маусымдық техникалық қызмет көрсету жұмыстары ұйымдастырылыпты.
F2/Audio/inform_1330_04.wav,"волонтер болуға ешкім мәжбүрлемейді, қатарға белсенді азаматтық ұстанымы бар мемлекеттік қызметшілер алынады."
F2/Audio/inform_1255_01.wav,атаулы күндер қазақстан республикасы кеден органдарының құрылған күні.
F2/Audio/inform_965_214.wav,"дидар амантайдың кітаптары шетелде шықты, бұның бәрі мемлекеттің ақшасы емес."
F2/Audio/inform_1331_03.wav,"байқауға түскен тың туындылар, маңызды мәліметтер арқылы түркістанның тарихын өскелең ұрпаққа жаңаша бағытта насихаттай аламыз - деген ол, қатысушыларға алғысын білдірді."
F2/Audio/inform_991_17.wav,"мысалы, қызыл түс жылдамдықты азайтуды білдірсе, сары түс - ескертеді."
F2/Audio/inform_1238_33.wav,"қызылорда облысы еңбек директоры ысқақов, петропавл қаласы кардиологиялық орталық бас дәрігері мағзұмов.
"
F2/Audio/inform_942_00.wav,нұр-сұлтан қаласындағы қазақстан республикасы әскери-әуе күштерінің авиация базасының құрылғанына жиырма бір жыл толды.
F2/Audio/inform_1432_48.wav,"ссро-ның бірден-бір құқықтық мұрагері болып табылады
"
F2/Audio/inform_1299_21.wav,бұл награданы нұр-сұлтан қаласында мемлекет басшысының өз қолынан алғандар арасында тараз қаласының тұрғыны қазақстан темір жолы-жүк тасымалдау акционерлік қоғамы жамбыл жүк тасымалдау бөлімшесі.
F2/Audio/inform_2402_14.wav,қазір осынша алады.
F2/Audio/inform_1342_06.wav,нәтижесінде өндеу секторындағы өндіріс көлемі соңғы он жылда үш еседен астамға өсті.
F2/Audio/inform_2456_06.wav,әуе кемесі техникалық тұрғыда өте күрделі екенін өздеріңіз де жақсы білесіздер.
F2/Audio/inform_1266_11.wav,"жиын кезінде қайрат бекенов шетелдік жұмысшылар санының артуына, қазақстандық мамандардың нашар немесе шартты түрде ғана оқытылатынына назар аударып."
F2/Audio/inform_995_7.wav,"осы маңызды жыл аясындағы жобаларды іске асыру кезінде даңғазалықтан бас тартып, нақты іспен айналыстық."
F2/Audio/inform_551_13.wav,"алғыс айту күні мерекесі - кезінде бізге құшағын айқара ашып, бауырына басып, қолындағы барымен бөліскен қазақ отбасыларына деген құрметіміздің белгісі деп түсінеміз."
F2/Audio/inform_4428_12.wav,қос команда тарапынан гол соғатын бірнеше мүмкіндік болды.
F2/Audio/inform_1335_06.wav,мемлекет басшысы қасым-жомарт тоқаевтың қатысуымен өткен алтын сапа сыйлығын табыстау рәсіміне арналған жиында.
F2/Audio/inform_720_08.wav,"ұлттық комиссия тұрмыстық зорлық-зомбылыққа қарсы іс-қимыл, отбасылық және гендерлік саясат бөлігінде заңнаманы жетілдіру жөнінде ұсыныстар әзірледі."
F2/Audio/inform_2450_043.wav,"- егер мұғалім тер төгіп, халықаралық олимпиада, түрлі байқау және спорт жарыстары жеңімпазын әзірлесе, үш еңбекақы мөлшерінде сыйақы алады."
F2/Audio/inform_1481_15.wav,хатқа жауап берген түркия басшысы сіздер бізді күте тұрыңыздар.
F2/Audio/inform_3275_10.wav,"өзбекстан тәуелсіздігінің жиырма тоғыз жылдығына орай өзбекстан республикасының президенті мүж мирзиёевтің жарлығымен қалдыбек сейданов достық орденімен марапатталған.
"
F2/Audio/inform_4433_04.wav,"пандемия кезінде денсаулық сақтау жүйесіне түсер салмақ артты.
"
F2/Audio/inform_2491_08.wav,"пиротехникалық бұйымдарды дұрыс пайдалану ережесі жазылған сегіз жүз жетпіс бес брошюра таратылды.
"
F2/Audio/inform_633_01.wav,- әлем барысы қазақ күресін олимпиада ойындарының қосу жолындағы ауқымды жобағалардың бірегейі.
F2/Audio/inform_1039_046.wav,"керек болса, ер жігіт отаны үшін өмірін де қиған.
"
F2/Audio/inform_957_8.wav,"мұнда бір мың тоғыз жүз жетпіс тоғыз және сексенінші жылдардағы қарағанды облысының чемпионы, сексенінші жылғы қазсовпроф кубогының иегері атанған литейщик зауытының футбол командасы ойнаған болатын.
"
F2/Audio/inform_597_11.wav,әр аймақтың мысалында бейбітшілік пен келісім саясатының негізгі межелері мен кезеңдерін қарастырамыз.
F2/Audio/inform_678_37.wav,"Тамағы дұрыс болса тез жетіледі.
"
F2/Audio/inform_3214_03.wav,отандық вакцинаның тиімділігі тоқсан алты пайыз деген ақпарат бар.
F2/Audio/inform_628_02.wav,"- қызылорда, ақмола, қызылорда, ақтөбе, қостанай облыстарында қолайсыз ауа райына байланысты ескерту жарияланды, деп хабарлайды қазақпарт қазгидрометке сілтеме жасап."
F2/Audio/inform_1248_09.wav,"екі мың үш-екі мың жетінші жылдары қазақстан республикасы президентінің кеңесшісі және баспасөз хатшысы, қазақстан республикасы президенті әкімшілігі басшысының орынбасары.
"
F2/Audio/inform_649_10.wav,ол қазақстан республикасы ішкі істер министрінің бұйрығымен құқық тәртібін қамтамасыз етуге қосқан үлесі үшін медалімен наградталды.
F2/Audio/inform_1485_5.wav,ол махаббат пен өз халқының тәуелсіздігі үшін сол замандағы ең қияметті соғыста парсы империясының патшасы кирмен шайқасады.
F2/Audio/inform_2402_04.wav,"маусым айында орташа отыз пайзға артып, қазір екі жүз отыз төрт мың теңге шамасында алып жүр."
F2/Audio/inform_630_07.wav,соңғы жәдігерлер бір мың үш жүз отызыншы-бір мың үш жүз елуінші жылдары сарайшықта соғылған деуге толық негіз бар дейді тарихшылар.
F2/Audio/inform_1255_38.wav,"астанада тікелей бейнебайланыс бойынша қазақстан республикасының президенті нұрсұлтан назарбаев пен қытай халық республикасының төрағасы ху цзиньтао қосу түймесін символдық басу арқылы желілік газ кранын ашты.
"
F2/Audio/inform_3279_05.wav,"ұрлық фактілеріне талдау жасау барысында, полиция қызметкерлері қылмыстың көп болатын жері қарағанды қаласының оңтүстік-шығыс аумағы екені анықтады."
F2/Audio/inform_1473_37.wav,"жеті жылдың ішінде осы елдердің ана мен бала орталықтарына жүз отыз төрт мың алты жүз жетпіс үш сәби киімі жеткізілген.
"
F2/Audio/inform_1039_096.wav,"сондықтан, қазақстан азаматы болғандықтан, қазақ тілін білу - міндет деп есептеймін."
F2/Audio/inform_1323_33.wav,олардың инновациялық көзқарасы мен еңбексүйгіштігі экономикалық және әлеуметтік салалардағы оң өзгерістерге - нарықта жаңа өнімдердің пайда болуына.
F2/Audio/inform_3279_09.wav,язев көшесінде орналасқан үйлердің ауласында тұрған көліктердің бірінен тіркеу нөмірін шешіп жатқан он сегіз және жиырма жастағы екі азамат ұсталды.
F2/Audio/inform_1429_04.wav,"еліміздің тәуелсіздік мерекесіне орай ерекше челлендж басталғаны туралы бұған дейін хабарлаған болатынбыз.
"
F2/Audio/inform_1307_08.wav,"полиция подполковнигі алтай орманов, полиция майоры марат мақұлбеков және аға лейтенант асқар тұрарбеков бірлесіп үйлерді аралап жүрген кезде қарт зейнеткерді тауып алып, қауіпсіз жерге эвакуациялаған.
"
